"","UniProtID","Selaginella moellendorffii","Amborella trichopoda","Dioscorea rotundata","Musa acuminata","Zea mays","Sorghum bicolor","Setaria italica","Leersia perrieri","Oryza barthii","Oryza meridionalis","Oryza glumaepatula","Oryza glaberrima","Oryza punctata","O. Sativa","Oryza indica","Oryza nivara","Oryza brachyantha","Oryza rufipogon","Oryza longistaminata","Brachypodium distachyon","Aegilops tauschii","Triticum dicoccoides","Triticum urartu","Triticum aestivum","Hordeum vulgare","Beta vulgaris","Nicotiana attenuata","Solanum lycopersicum","Solanum tuberosum","Helianthus annuus","Daucus carota","Vitis vinifera","Lupinus angustifolius","Trifolium pratense","Medicago truncatula","Vigna radiata","Vigna angularis","Phaseolus vulgaris","Glycine max","Prunus persica","Manihot esculenta","Populus trichocarpa","Cucumis sativus","Brassica oleracea","Brassica rapa","Brassica napus","Arabidopsis lyrata","Arabidopsis thaliana","Arabidopsis halleri","Corchorus capsularis","Gossypium raimondii","Theobroma cacao","Physcomitrella patens","Ostreococcus lucimarinus","Chlamydomonas reinhardtii","Galdieria sulphuraria","Cyanidioschyzon merolae","Chondrus crispus"
"297","Q9XJ29","SELMODRAFT_122876,SELMODRAFT_414586","AMTR_s00029p00234880","Dr18140","GSMUA_Achr9G07690_001","Zm00001d028536","SORBI_3001G427700","SETIT_034777mg","LPERR03G10300","OBART03G11580","OMERI03G10860","OGLUM03G11540","ORGLA03G0111900","OPUNC03G11130,OPUNC08G18440","OS03G0264400","BGIOSGA011056","ONIVA03G12770","OB03G21740","ORUFI03G11930","KN538688.1_FG171","BRADI_1g67240v3","AET4Gv20546600","TRIDC4AG012260,TRIDC4BG038180","TRIUR3_18580","TraesCS4A02G089800,TraesCS4B02G214500,TraesCS4D02G215100","HORVU4Hr1G061120","BVRB_7g172410,BVRB_7g172430","A4A49_01687,A4A49_25932","Solyc06g005980.3,Solyc06g006100.3","PGSC0003DMG400004153,PGSC0003DMG400019952","HannXRQ_Chr08g0222151,HannXRQ_Chr08g0229521,HannXRQ_Chr12g0370561","DCAR_011801,DCAR_018955,DCAR_018957","VIT_06s0004g06320,VIT_13s0067g00400","TanjilG_21358,TanjilG_30480","Tp57577_TGAC_v2_gene2560,Tp57577_TGAC_v2_gene4020","MTR_1g114520,MTR_3g070290,MTR_3g076770,MTR_3g467000","vigra.VC1973A.gnm6.ann1.Vradi08g22280","LR48_Vigan02g263200,LR48_Vigan03g295500,LR48_Vigan03g295600","PHAVU_001G241600g,PHAVU_001G241700g,PHAVU_007G014800g","GLYMA_10G286100,GLYMA_18G028800,GLYMA_18G028900,GLYMA_20G103200","PRUPE_2G248100,PRUPE_6G059400","MANES_01G162800,MANES_07G127900","POPTR_009G044300v3,POPTR_010G190600v3","Csa_4G563190,Csa_6G011620","Bo3g003470,Bo3g039910,Bo9g176940","Bra000473,Bra005864,Bra009130","GSBRNA2T00049379001,GSBRNA2T00101652001,GSBRNA2T00106963001,GSBRNA2T00134394001,GSBRNA2T00136244001,GSBRNA2T00138869001","fgenesh1_pg.C_scaffold_5002065,fgenesh2_kg.4__945__AT2G29690.1,fgenesh2_kg.6__508__AT5G05730.1","AT2G29690,AT3G55870,AT5G05730","g06927,g14490,g25995","CCACVL1_08218,CCACVL1_10902","B456_001G115500,B456_009G322200","TCM_041646,TCM_042564","Pp3c5_26400,Pp3c5_26980,Pp3c6_3370","OSTLU_87709","CHLRE_06g306601v5","Gasu_16620","CMN228C","CHC_T00008898001"
"298","Q84QA7","SELMODRAFT_11318,SELMODRAFT_163526,SELMODRAFT_186055,SELMODRAFT_408595,SELMODRAFT_445769,SELMODRAFT_75487,SELMODRAFT_84100,SELMODRAFT_89604","AMTR_s00029p00217840","Dr19443,Dr19444","GSMUA_Achr5G28930_001,GSMUA_Achr6G33630_001,GSMUA_Achr9G03690_001","Zm00001d028543,Zm00001d047848","SORBI_3001G426900","SETIT_034821mg","LPERR03G10370","OBART03G11670","OMERI03G10950","OGLUM03G11640","ORGLA03G0112800","OPUNC03G11220","OS03G0265500","BGIOSGA012284","ONIVA03G12870","OB03G21830","ORUFI03G12020","KN538688.1_FG048","BRADI_1g67160v3","AET4Gv20544800","TRIDC4AG012380,TRIDC4BG038040","TRIUR3_23066","TraesCS4A02G091200,TraesCS4B02G213500,TraesCS4D02G214200","HORVU4Hr1G060950","BVRB_2g024250","A4A49_03444,A4A49_14853","Solyc05g052620.3",NA,"HannXRQ_Chr07g0202671,HannXRQ_Chr08g0222241,HannXRQ_Chr09g0251421,HannXRQ_Chr14g0436611,HannXRQ_Chr14g0459941,HannXRQ_Chr14g0459951","DCAR_011788,DCAR_027555,DCAR_032136","VIT_13s0019g03380","TanjilG_00649,TanjilG_21348,TanjilG_29487","Tp57577_TGAC_v2_gene29809,Tp57577_TGAC_v2_gene8039","MTR_3g070140,MTR_5g081870","vigra.VC1973A.gnm6.ann1.Vradi03g08660,vigra.VC1973A.gnm6.ann1.Vradi06g04750","LR48_Vigan03g251500,LR48_Vigan07g064200","PHAVU_001G240400g,PHAVU_008G226500g","GLYMA_02G254300,GLYMA_11G227300,GLYMA_14G062100,GLYMA_18G030200","PRUPE_2G246000","MANES_07G125200,MANES_10G017900","POPTR_008G064400v3,POPTR_010G192900v3","Csa_5G198740","Bo3g034570,Bo4g025750,Bo4g188660,Bo4g188680","Bra000156,Bra005000,Bra017044,Bra017045","GSBRNA2T00012605001,GSBRNA2T00028736001,GSBRNA2T00030384001,GSBRNA2T00116794001,GSBRNA2T00123357001,GSBRNA2T00123358001,GSBRNA2T00155179001,GSBRNA2T00155181001","fgenesh2_kg.4__2091__AT2G39940.1","AT2G39940","g12561","CCACVL1_06980","B456_005G081800,B456_011G279900,B456_012G075700","TCM_042602","Pp3c15_1200,Pp3c17_7680,Pp3c23_18960,Pp3c3_8580,Pp3c9_10120",NA,NA,NA,NA,NA
"299","O64422","SELMODRAFT_174833,SELMODRAFT_272310","AMTR_s00029p00187590","Dr15606","GSMUA_Achr10G00650_001","Zm00001d028562","SORBI_3001G425400","SETIT_035941mg","LPERR03G10510","OBART03G11840","OMERI03G11110","OGLUM03G11770","ORGLA03G0114200","OPUNC03G11390","OS03G0267300","BGIOSGA011042,BGIOSGA011043","ONIVA03G13040","OB03G21970","ORUFI03G12170","KN538688.1_FG055","BRADI_1g67020v3","AET4Gv20539600","TRIDC4AG012650,TRIDC4BG037670","TRIUR3_12456","TraesCS4A02G093100,TraesCS4B02G211400,TraesCS4D02G212000","HORVU4Hr1G060630","BVRB_5g111310","A4A49_34604","Solyc09g011810.3,Solyc10g086720.2","PGSC0003DMG400019189,PGSC0003DMG400020363","HannXRQ_Chr04g0124671,HannXRQ_Chr06g0176631","DCAR_010436,DCAR_028790","VIT_08s0007g01570","TanjilG_10371","Tp57577_TGAC_v2_gene34873","MTR_7g066120","vigra.VC1973A.gnm6.ann1.Vradi0251s00060","LR48_Vigan03g110300","PHAVU_008G112000g","GLYMA_07G142700,GLYMA_18G193600","PRUPE_6G267900","MANES_08G083500,MANES_09G100000","POPTR_006G094400v3,POPTR_016G106900v3,POPTR_016G108900v3","Csa_4G307350","Bo4g120250,Bo8g083330","Bra007041,Bra014841","GSBRNA2T00030030001,GSBRNA2T00030031001,GSBRNA2T00054544001,GSBRNA2T00071053001,GSBRNA2T00124623001,GSBRNA2T00126471001","fgenesh2_kg.5__1793__AT3G54050.1","AT3G54050","g11418","CCACVL1_21103","B456_007G377800","TCM_021792","Pp3c19_12890,Pp3c7_15760","OSTLU_25840,OSTLU_30353","CHLRE_12g510650v5","Gasu_54210,Gasu_54930","CMO245C","CHC_T00008570001"
"300","Q84JH5","SELMODRAFT_168373,SELMODRAFT_185648,SELMODRAFT_267755,SELMODRAFT_271290",NA,"Dr01286","GSMUA_Achr2G16530_001","Zm00001d028572","SORBI_3001G424500","SETIT_036322mg","LPERR03G10600","OBART03G11940","OMERI03G11200","OGLUM03G11870","ORGLA03G0115100","OPUNC03G11510","OS03G0268400","BGIOSGA011034","ONIVA03G13130","OB03G22070","ORUFI03G12270","KN538688.1_FG053","BRADI_1g66930v3",NA,"TRIDC4BG037540","TRIUR3_13846","TraesCS4A02G094000,TraesCS4B02G210300,TraesCS4D02G211100",NA,"BVRB_2g025490","A4A49_05917,A4A49_06433","Solyc03g096730.3,Solyc06g051270.3,Solyc09g011220.3","PGSC0003DMG400008891,PGSC0003DMG400015098,PGSC0003DMG400015645","HannXRQ_Chr07g0201721,HannXRQ_Chr09g0247091,HannXRQ_Chr10g0312651,HannXRQ_Chr15g0496461","DCAR_027592",NA,"TanjilG_00634,TanjilG_18876,TanjilG_21331,TanjilG_23835,TanjilG_29473","Tp57577_TGAC_v2_gene10322,Tp57577_TGAC_v2_gene25856","MTR_3g069070,MTR_4g133690,MTR_5g080770","vigra.VC1973A.gnm6.ann1.Vradi03g08420,vigra.VC1973A.gnm6.ann1.Vradi06g05050",NA,"PHAVU_001G236800g,PHAVU_008G230600g","GLYMA_02G250800,GLYMA_11G223700,GLYMA_14G065900,GLYMA_18G034400","PRUPE_2G240500","MANES_07G120300,MANES_10G025000","POPTR_006G090300v3,POPTR_008G006700v3,POPTR_008G060100v3,POPTR_010G198800v3","Csa_6G008750","Bo3g034460,Bo4g025910,Bo4g188590","Bra000149,Bra005014,Bra017052","GSBRNA2T00012574001,GSBRNA2T00034358001,GSBRNA2T00116811001,GSBRNA2T00123349001,GSBRNA2T00124741001,GSBRNA2T00155190001","fgenesh2_kg.4__2064__AT2G39770.1","AT2G39770,AT3G55590","g11588,g12539","CCACVL1_21171,CCACVL1_25084","B456_011G269100,B456_012G072800,B456_012G106900","TCM_021865,TCM_042692","Pp3c24_16870,Pp3c8_17380",NA,"CHLRE_16g672800v5","Gasu_27870","CML145C","CHC_T00009182001"
"301","Q84JI0","SELMODRAFT_113714,SELMODRAFT_174627,SELMODRAFT_179532,SELMODRAFT_451367","AMTR_s00012p00259520","Dr21226","GSMUA_Achr11G24050_001,GSMUA_Achr5G29000_001","Zm00001d028574","SORBI_3001G424400","SETIT_036015mg","LPERR03G10620","OBART03G11970","OMERI03G11220","OGLUM03G11910","ORGLA03G0115300","OPUNC03G11550","OS03G0268600","BGIOSGA011032","ONIVA03G13160","OB03G22100","ORUFI03G12310","KN538688.1_FG044","BRADI_1g66920v3","AET4Gv20519600,AET4Gv20536900","TRIDC4AG012830,TRIDC4BG037510","TRIUR3_15727","TraesCS4A02G094300,TraesCS4B02G210100,TraesCS4D02G210900","HORVU4Hr1G060370","BVRB_2g025410,BVRB_7g173230","A4A49_19184,A4A49_37553","Solyc03g096670.3,Solyc05g052980.3,Solyc06g076400.3","PGSC0003DMG400016742,PGSC0003DMG400027196,PGSC0003DMG400030332","HannXRQ_Chr05g0135271,HannXRQ_Chr06g0179071,HannXRQ_Chr07g0201641,HannXRQ_Chr07g0201651,HannXRQ_Chr08g0237391,HannXRQ_Chr09g0250051,HannXRQ_Chr10g0312771,HannXRQ_Chr17g0551771","DCAR_005936,DCAR_007427,DCAR_027596","VIT_06s0004g05460,VIT_13s0019g02200","TanjilG_00631,TanjilG_21326,TanjilG_29471","Tp57577_TGAC_v2_gene22896,Tp57577_TGAC_v2_gene2866","MTR_3g068200,MTR_5g080680","vigra.VC1973A.gnm6.ann1.Vradi03g08350,vigra.VC1973A.gnm6.ann1.Vradi06g05100","LR48_Vigan03g254900,LR48_Vigan07g068500","PHAVU_001G236000g,PHAVU_008G231200g",NA,"PRUPE_2G239700,PRUPE_6G068800","MANES_01G168600,MANES_02G128000,MANES_07G119400,MANES_10G026400","POPTR_001G245200v3,POPTR_008G059200v3,POPTR_009G037300v3,POPTR_010G199600v3","Csa_1G524760,Csa_6G008720","Bo1g141070,Bo4g063590,Bo5g008210,Bo5g136600,Bo8g114080,Bo9g136980","Bra002038,Bra002594,Bra015579,Bra018398,Bra031574,Bra034845","GSBRNA2T00000310001,GSBRNA2T00032103001,GSBRNA2T00053231001,GSBRNA2T00060467001,GSBRNA2T00060515001,GSBRNA2T00069317001,GSBRNA2T00082049001,GSBRNA2T00111040001,GSBRNA2T00122177001,GSBRNA2T00122885001,GSBRNA2T00133315001","Al_scaffold_0004_1351,Al_scaffold_0048_9,fgenesh2_kg.1__718__AT1G07430.1,fgenesh2_kg.3__1179__AT3G11410.1,fgenesh2_kg.8__1850__AT5G59220.1","AT1G07430,AT2G29380,AT3G11410,AT5G59220","g02401,g05897,g06972,g11054","CCACVL1_23091,CCACVL1_25098","B456_003G128900,B456_009G096200,B456_011G268200,B456_012G072200,B456_013G022100","TCM_041761,TCM_042736",NA,NA,NA,NA,NA,NA
"302","Q8H8U0","SELMODRAFT_112501,SELMODRAFT_78503","AMTR_s00023p00206380","Dr10866","GSMUA_Achr8G02000_001","Zm00001d028698,Zm00001d047763","SORBI_3001G412100","SETIT_035919mg",NA,"OBART03G12990",NA,NA,"ORGLA03G0125300",NA,"OS03G0283600","BGIOSGA010966",NA,NA,"ORUFI03G13620",NA,"BRADI_1g65950v3","AET4Gv20515300","TRIDC4AG014240,TRIDC4BG035840",NA,"TraesCS4A02G104700,TraesCS4D02G200300","HORVU4Hr1G057680","BVRB_2g046020","A4A49_00509","Solyc04g009580.3,Solyc04g049550.3","PGSC0003DMG400032550","HannXRQ_Chr08g0219381,HannXRQ_Chr12g0370371,HannXRQ_Chr14g0460821","DCAR_015258,DCAR_027699","VIT_13s0067g03440","TanjilG_18228","Tp57577_TGAC_v2_gene10409,Tp57577_TGAC_v2_gene15611","MTR_1g116280,MTR_7g005530","vigra.VC1973A.gnm6.ann1.Vradi08g22980","LR48_Vigan02g271900,LR48_Vigan549s000400","PHAVU_007G005600g,PHAVU_008G000300g","GLYMA_10G294500,GLYMA_18G302100","PRUPE_2G221600","MANES_07G105600,MANES_10G040100","POPTR_008G046700v3,POPTR_010G214900v3","Csa_5G177040","Bo3g034240,Bo4g117190,Bo8g087340","Bra000127,Bra003205,Bra007129,Bra014779,Bra026226","GSBRNA2T00003471001,GSBRNA2T00028770001,GSBRNA2T00098774001,GSBRNA2T00108901001,GSBRNA2T00115141001,GSBRNA2T00123304001,GSBRNA2T00124511001,GSBRNA2T00124769001,GSBRNA2T00126407001,GSBRNA2T00128507001,GSBRNA2T00155235001","Al_scaffold_0004_2504,fgenesh2_kg.5__1058__AT2G39290.1,scaffold_502623.1","AT2G39290,AT3G55030","g11530,g12484","CCACVL1_19495","B456_012G092300,B456_013G024300","TCM_043032","Pp3c11_9380,Pp3c11_9420,Pp3c7_18290","OSTLU_39077","CHLRE_03g162601v5",NA,NA,NA
"303","Q10N34",NA,"AMTR_s00023p00221340",NA,"GSMUA_Achr9G04240_001","Zm00001d047761","SORBI_3001G411400",NA,NA,"OBART03G13040","OMERI03G12210","OGLUM03G13100","ORGLA03G0125900","OPUNC03G12590","OS03G0284100","BGIOSGA010964","ONIVA03G14290","OB03G23060","ORUFI03G13660","KN538876.1_FG045","BRADI_1g65910v3",NA,NA,"TRIUR3_10399","TraesCSU02G199500,TraesCSU02G221500",NA,"BVRB_005310,BVRB_2g045920","A4A49_08680,A4A49_22842",NA,NA,"HannXRQ_Chr01g0027331,HannXRQ_Chr07g0200931,HannXRQ_Chr08g0219331,HannXRQ_Chr12g0370381,HannXRQ_Chr14g0460851,HannXRQ_Chr15g0465341","DCAR_014956,DCAR_015255,DCAR_017720,DCAR_032204",NA,"TanjilG_17167,TanjilG_18664","Tp57577_TGAC_v2_gene2964","MTR_1g067110,MTR_4g061360",NA,"LR48_Vigan08g157700","PHAVU_007G162500g","GLYMA_10G048100,GLYMA_12G073900,GLYMA_13G135900,GLYMA_U034500","PRUPE_6G244200","MANES_08G001600","POPTR_008G046200v3,POPTR_010G215200v3","Csa_4G293050","Bo2g002750,Bo9g183350","Bra009565","GSBRNA2T00017195001,GSBRNA2T00032340001,GSBRNA2T00119585001,GSBRNA2T00136503001","scaffold_600200.1","AT5G02810","g19424","CCACVL1_17681,CCACVL1_20439","B456_006G177800,B456_007G374800,B456_009G103700,B456_012G092600","TCM_022066,TCM_041985,TCM_043038",NA,NA,NA,NA,NA,NA
"304","Q10MX3",NA,NA,NA,NA,"Zm00001d028750,Zm00001d047736","SORBI_3001G406800","SETIT_034620mg","LPERR03G11950","OBART03G13530","OMERI03G12590","OGLUM03G13630","ORGLA03G0130300","OPUNC03G13040","OS03G0291500","BGIOSGA010942","ONIVA03G14790","OB03G23510","ORUFI03G14190","KN540140.1_FG006","BRADI_1g65540v3","AET4Gv20505300","TRIDC4AG015200,TRIDC4BG033760","TRIUR3_21196","TraesCS4A02G109900,TraesCS4B02G194400,TraesCS4D02G195100","HORVU4Hr1G056240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OSTLU_45116","CHLRE_01g004300v5","Gasu_31420","CMM145C","CHC_T00004458001"
"305","Q10MW3","SELMODRAFT_101858,SELMODRAFT_157772,SELMODRAFT_160305,SELMODRAFT_406669,SELMODRAFT_417071,SELMODRAFT_80644","AMTR_s00007p00179930","Dr10830",NA,"Zm00001d028759","SORBI_3001G405500","SETIT_0347541mg","LPERR03G12050","OBART03G13620","OMERI02G33690","OGLUM03G13720","ORGLA03G0131300","OPUNC03G13130","OS03G0293500","BGIOSGA010938","ONIVA03G14880","OB03G23620","ORUFI03G14280","KN543917.1_FG001","BRADI_1g65440v3","AET4Gv20503400","TRIDC4AG015320,TRIDC4BG033660","TRIUR3_30579","TraesCS4A02G110900,TraesCS4B02G193200,TraesCS4D02G194200","HORVU4Hr1G056050","BVRB_5g103060,BVRB_8g181940","A4A49_08721,A4A49_28319,A4A49_33732,A4A49_36789,A4A49_41965","Solyc02g077240.3,Solyc06g082130.3,Solyc09g005110.3,Solyc10g076510.2","PGSC0003DMG400006270,PGSC0003DMG400022953,PGSC0003DMG400030369,PGSC0003DMG400038451","HannXRQ_Chr01g0005181,HannXRQ_Chr05g0152991,HannXRQ_Chr05g0154841,HannXRQ_Chr10g0293711,HannXRQ_Chr10g0293721,HannXRQ_Chr15g0464051,HannXRQ_Chr15g0490621,HannXRQ_Chr17g0555351","DCAR_007969,DCAR_015387,DCAR_015388,DCAR_018682,DCAR_018949",NA,"TanjilG_10328,TanjilG_10837,TanjilG_12161,TanjilG_27001","Tp57577_TGAC_v2_gene11783,Tp57577_TGAC_v2_gene14293,Tp57577_TGAC_v2_gene29445,Tp57577_TGAC_v2_gene35442,Tp57577_TGAC_v2_gene35450,Tp57577_TGAC_v2_gene9481","MTR_2g009330,MTR_2g015560,MTR_4g017200,MTR_5g046610,MTR_7g069500,MTR_7g069540","vigra.VC1973A.gnm6.ann1.Vradi10g10250","LR48_Vigan09g235900,LR48_Vigan09g261200,LR48_Vigan11g109600,LR48_Vigan404s002700","PHAVU_006G177600g,PHAVU_008G095400g,PHAVU_010G078000g","GLYMA_01G118000,GLYMA_03G055100,GLYMA_07G153100,GLYMA_08G176600,GLYMA_13G231700,GLYMA_18G204200","PRUPE_1G078900,PRUPE_4G058300,PRUPE_6G054000,PRUPE_6G280700,PRUPE_6G280800","MANES_08G094400,MANES_09G106300,MANES_14G086300,MANES_16G036400,MANES_17G053600","POPTR_004G054100v3,POPTR_006G102500v3,POPTR_011G064000v3,POPTR_016G120100v3,POPTR_017G151900v3,POPTR_T102400v3,POPTR_T143400v3","Csa_1G532350,Csa_3G730980,Csa_4G312240,Csa_4G312250,Csa_4G312270,Csa_6G518930","Bo1g144840,Bo2g001320,Bo9g119020,Bo9g185070","Bra002942,Bra028896,Bra034044","GSBRNA2T00009656001,GSBRNA2T00017498001,GSBRNA2T00018580001,GSBRNA2T00032432001,GSBRNA2T00057653001,GSBRNA2T00093392001,GSBRNA2T00095381001","fgenesh1_pg.C_scaffold_6000064,fgenesh2_kg.6__79__AT5G01320.1,fgenesh2_kg.7__814__AT4G33070.1,fgenesh2_kg.8__1395__AT5G54960.1","AT4G33070,AT5G01320,AT5G01330,AT5G54960","g00648,g09342,g28624","CCACVL1_01431,CCACVL1_10482,CCACVL1_11731,CCACVL1_22298","B456_004G001200,B456_006G183900,B456_006G184000,B456_009G164100,B456_011G033400","TCM_021649,TCM_021650,TCM_021652,TCM_021653,TCM_029740,TCM_042172","Pp3c1_22470,Pp3c17_2040,Pp3c19_19330,Pp3c3_15510",NA,"CHLRE_03g165700v5",NA,NA,NA
"306","Q10MQ2","SELMODRAFT_444047,SELMODRAFT_448443","AMTR_s00057p00178040","Dr10687","GSMUA_Achr1G22750_001,GSMUA_AchrUn_randomG08420_001","Zm00001d028810,Zm00001d047695","SORBI_3001G401700","SETIT_029762mg,SETIT_035578mg","LPERR03G12480","OBART03G14110","OMERI03G12900","OGLUM03G14250","ORGLA03G0136300","OPUNC03G13640,OPUNC09G12370","OS03G0299900","BGIOSGA012434","ONIVA02G38790","OB03G24050","ORUFI03G14780","KN539935.1_FG002","BRADI_1g21440v3,BRADI_1g47650v3","AET4Gv20493100,AET7Gv21138300","TRIDC1BG016790,TRIDC4AG016000,TRIDC4BG032830,TRIDC7AG064980,TRIDC7BG058410","TRIUR3_12486,TRIUR3_16316","TraesCS1B02G115200,TraesCS4A02G116000,TraesCS4B02G188200,TraesCS4D02G189600,TraesCS7A02G465200,TraesCS7B02G365700,TraesCS7D02G452900","HORVU4Hr1G054920,HORVU7Hr1G106770","BVRB_2g034170","A4A49_05321","Solyc06g073280.3","PGSC0003DMG400027014","HannXRQ_Chr05g0136241,HannXRQ_Chr09g0248441,HannXRQ_Chr14g0454831","DCAR_001863,DCAR_029851","VIT_03s0088g01040,VIT_03s0088g01060","TanjilG_00421,TanjilG_20818,TanjilG_25640,TanjilG_26039",NA,"MTR_4g092620","vigra.VC1973A.gnm6.ann1.Vradi07g14260","LR48_Vigan01g074300","PHAVU_002G217100g","GLYMA_07G185700,GLYMA_08G063500","PRUPE_8G156000,PRUPE_8G156100","MANES_07G049800","POPTR_009G082100v3","Csa_4G179090","Bo1g007930,Bo3g170540","Bra011461,Bra034580","GSBRNA2T00040071001,GSBRNA2T00089477001,GSBRNA2T00121255001,GSBRNA2T00130747001","fgenesh2_kg.7__745__AT4G33680.1","AT4G33680","g00576","CCACVL1_16227","B456_005G262500","TCM_006344","Pp3c13_22230","OSTLU_30412","CHLRE_17g734200v5","Gasu_26260",NA,"CHC_T00008432001"
"307","Q10MK2","SELMODRAFT_132407,SELMODRAFT_268491,SELMODRAFT_414690,SELMODRAFT_88477",NA,NA,NA,"Zm00001d028874,Zm00001d047647,Zm00001d047648","SORBI_3001G396600,SORBI_3001G396700","SETIT_038629mg,SETIT_039147mg","LPERR03G12830","OBART03G14530","OMERI03G13310","OGLUM03G14650","ORGLA03G0140500","OPUNC03G14040","OS03G0305800","BGIOSGA010889","ONIVA03G15450","OB03G24470","ORUFI03G15180","KN538743.1_FG011","BRADI_1g64570v3","AET4Gv20485700,AET7Gv21089400","TRIDC4AG017260,TRIDC4BG032350,TRIDC7AG062660,TRIDC7BG056170","TRIUR3_14003","TraesCS4A02G120100,TraesCS4B02G184600,TraesCS4D02G185900,TraesCS7A02G452400,TraesCS7B02G352300,TraesCS7D02G441500","HORVU4Hr1G054120,HORVU7Hr1G102070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pp3c12_23460,Pp3c18_1170,Pp3c18_430,Pp3c18_5160,Pp3c18_6550,Pp3c19_12750,Pp3c19_13350,Pp3c21_15710,Pp3c21_18150,Pp3c21_22300,Pp3c22_14660,Pp3c22_23030,Pp3c23_380,Pp3c3_37150,Pp3c4_6640,Pp3c8_2850",NA,NA,NA,NA,NA
"308","C7J0P3","SELMODRAFT_132407,SELMODRAFT_268491,SELMODRAFT_414690,SELMODRAFT_88477",NA,NA,NA,"Zm00001d039763","SORBI_3003G059600","SETIT_038774mg","LPERR03G12840","OBART03G14540","OMERI03G13340","OGLUM03G14660","ORGLA03G0140700","OPUNC03G14060","OS03G0306100","BGIOSGA012461","ONIVA03G15460","OB03G24480","ORUFI03G15190","KN538743.1_FG017","BRADI_1g64560v3","AET4Gv20485400",NA,NA,"TraesCS4A02G120300,TraesCS4D02G185800","HORVU4Hr1G054020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pp3c12_23460,Pp3c18_1170,Pp3c18_430,Pp3c18_5160,Pp3c18_6550,Pp3c19_12750,Pp3c19_13350,Pp3c21_15710,Pp3c21_18150,Pp3c21_22300,Pp3c22_14660,Pp3c22_23030,Pp3c23_380,Pp3c3_37150,Pp3c4_6640,Pp3c8_2850",NA,NA,NA,NA,NA
