,Rice reference genes,Gene orthology projections on various plant species using Compara (30%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Q76EJ0,OS03G0215200,AET0Gv20002000,AMTR_s00047p00199030,g25246,fgenesh2_kg.2__1172__AT1G69180.1,AT1G69180,BVRB_6g136200,BRADI_1g69900v3,GSBRNA2T00101975001,Bo6g108630,Bra004364,,,CCACVL1_06454,Csa_5G606780,,"DCAR_026683,DCAR_030050","Dr04317,Dr14599",,"GLYMA_01G063500,GLYMA_02G121100",B456_005G146700,"HannXRQ_Chr12g0375091,HannXRQ_Chr15g0476711",HORVU4Hr1G067780,LPERR03G07620,TanjilG_21851,"MANES_01G026100,MANES_05G111000",MTR_5g046230,"GSMUA_Achr1G04480_001,GSMUA_Achr1G24490_001,GSMUA_Achr1G27150_001,GSMUA_Achr3G25290_001,GSMUA_Achr4G01430_001,GSMUA_Achr5G08930_001,GSMUA_Achr6G24550_001,GSMUA_Achr8G04340_001",,OBART03G08320,OB03G18700,ORGLA03G0081000,OGLUM03G08460,BGIOSGA012115,KN538847.1_FG039,OMERI03G08070,ONIVA03G09180,OPUNC03G08080,ORUFI03G08400,,PHAVU_003G039800g,,POPTR_008G097800v3,PRUPE_1G290100,,SETIT_037608mg,"Solyc01g010240.3,Solyc05g012050.3",PGSC0003DMG400028360,SORBI_3001G456000,TCM_011484,Tp57577_TGAC_v2_gene38485,"TraesCS4A02G058800,TraesCS4B02G245900,TraesCS4D02G245300","TRIDC4AG008110,TRIDC4BG042970",TRIUR3_31693,LR48_Vigan06g114400,vigra.VC1973A.gnm6.ann1.Vradi0228s00170,VIT_01s0011g00140,"Zm00001d028216,Zm00001d048083"
 Q10PZ9,OS03G0215400,AET7Gv20313900,,g09777,"fgenesh2_kg.4__2761__AT2G45650.1,fgenesh2_kg.5__2575__AT3G61120.1","AT2G45650,AT3G61120",,,"GSBRNA2T00006113001,GSBRNA2T00006114001,GSBRNA2T00011645001,GSBRNA2T00116722001",Bo4g024840,"Bra000392,Bra004927,Bra014454",,,,,,,,,,,,,LPERR03G07630,,,,,,OBART03G08330,OB03G18710,ORGLA03G0081100,OGLUM03G08470,BGIOSGA011213,KN538847.1_FG044,OMERI03G08080,ONIVA03G09190,OPUNC03G08100,ORUFI03G08410,,,,,,,,,,,,,,,,,,,
 P14654,OS03G0223400,,"AMTR_s00006p00241880,AMTR_s00060p00109730","g00114,g20595,g22086","fgenesh2_kg.2__853__AT1G66200.1,fgenesh2_kg.6__1649__AT5G16570.1,scaffold_703639.1","AT1G66200,AT5G16570,AT5G37600",,BRADI_1g69530v3,,,"Bra008612,Bra023573,Bra028132,Bra039756","CHLRE_12g530600v5,CHLRE_12g530650v5",,CCACVL1_24387,"Csa_3G304140,Csa_5G410730",,"DCAR_023452,DCAR_030389","Dr06714,Dr07313",,GLYMA_02G243900,"B456_001G203300,B456_007G187300",,,,TanjilG_04581,MANES_02G077900,"MTR_3g065250,MTR_6g071070",GSMUA_AchrUn_randomG01460_001,,OBART03G08910,OB03G19100,ORGLA03G0086500,OGLUM03G09040,BGIOSGA011196,KN538739.1_FG016,OMERI03G08350,ONIVA06G01100,OPUNC03G08600,ORUFI03G09030,,PHAVU_004G148300g,"Pp3c20_22420,Pp3c20_22820",POPTR_004G085400v3,PRUPE_3G166500,"SELMODRAFT_151817,SELMODRAFT_184683,SELMODRAFT_270944,SELMODRAFT_82032",SETIT_036352mg,,"PGSC0003DMG400014592,PGSC0003DMG400023620",SORBI_3001G451500,TCM_012973,"Tp57577_TGAC_v2_gene18383,Tp57577_TGAC_v2_gene30014",,TRIDC4AG008800,,,vigra.VC1973A.gnm6.ann1.Vradi01g05340,VIT_17s0000g01910,"Zm00001d028260,Zm00001d048050"
 Q7XYS3,OS03G0225900,"AET4Gv20596400,AET4Gv20596500",AMTR_s00059p00186400,,,,BVRB_9g218200,BRADI_1g69330v3,,,,,,CCACVL1_16254,"Csa_7G075590,Csa_7G075600",,,"Dr00278,Dr10697,Dr20801,Dr20802",,"GLYMA_07G162900,GLYMA_11G122700","B456_008G043900,B456_008G044100",,"HORVU4Hr1G066230,HORVU4Hr1G066270",LPERR03G08150,"TanjilG_00583,TanjilG_03367,TanjilG_15247",MANES_15G146200,"MTR_1g034320,MTR_1g034330,MTR_4g068550","GSMUA_Achr5G08810_001,GSMUA_Achr8G04830_001","A4A49_01643,A4A49_09687,A4A49_28468,A4A49_32213",OBART03G09080,OB12G17020,ORGLA03G0088000,OGLUM03G09190,BGIOSGA012156,,OMERI03G08510,ONIVA03G09600,OPUNC03G08740,ORUFI03G09240,,"PHAVU_003G010700g,PHAVU_007G055700g,PHAVU_011G049600g","Pp3c1_7150,Pp3c5_3300,Pp3c7_25640","POPTR_004G148600v3,POPTR_004G148900v3,POPTR_004G149000v3,POPTR_009G109700v3",PRUPE_8G110100,"SELMODRAFT_133317,SELMODRAFT_177201,SELMODRAFT_181219,SELMODRAFT_228572,SELMODRAFT_271334,SELMODRAFT_446021","SETIT_035439mg,SETIT_039790mg","Solyc01g109140.3,Solyc10g007960.1","PGSC0003DMG400010557,PGSC0003DMG400025158,PGSC0003DMG400025159",SORBI_3001G449700,TCM_006297,"Tp57577_TGAC_v2_gene10221,Tp57577_TGAC_v2_gene10236,Tp57577_TGAC_v2_gene18599,Tp57577_TGAC_v2_gene18604","TraesCS4A02G061800,TraesCS4A02G061900,TraesCS4B02G237500,TraesCS4B02G237600,TraesCS4D02G238700,TraesCS4D02G238800","TRIDC4AG009050,TRIDC4AG009070,TRIDC4BG041850,TRIDC4BG041860",,"LR48_Vigan02g227300,LR48_Vigan06g148800,LR48_Vigan08g167800","vigra.VC1973A.gnm6.ann1.Vradi02g03710,vigra.VC1973A.gnm6.ann1.Vradi0315s00130,vigra.VC1973A.gnm6.ann1.Vradi11g11250","VIT_03s0063g01820,VIT_03s0063g01830,VIT_03s0063g01850,VIT_03s0063g01860","Zm00001d028282,Zm00001d048021"
 Q5CCK3,OS03G0227700,"AET3Gv21217800,AET4Gv20588900",AMTR_s00059p00056420,g14976,scaffold_502097.1,AT3G50660,BVRB_6g137400,BRADI_1g69040v3,"GSBRNA2T00026775001,GSBRNA2T00035353001,GSBRNA2T00092965001,GSBRNA2T00129181001","Bo01514s010,Bo8g080080","Bra030023,Bra036097",,,CCACVL1_26190,Csa_4G038710,,DCAR_017264,Dr14632,,"GLYMA_01G175500,GLYMA_02G057500,GLYMA_11G067700",B456_007G203700,HannXRQ_Chr16g0530291,HORVU4Hr1G065440,LPERR03G08270,"TanjilG_13004,TanjilG_22807",MANES_02G093100,"MTR_5g020020,MTR_8g077810","GSMUA_Achr4G10750_001,GSMUA_AchrUn_randomG22170_001",A4A49_17120,OBART03G09250,OB03G19350,,OGLUM03G09330,BGIOSGA012169,AMDW01038622.1_FG001,OMERI03G08610,ONIVA02G39360,OPUNC03G08870,ORUFI03G09380,,"PHAVU_002G029700g,PHAVU_003G253100g",,"POPTR_005G124000v3,POPTR_007G026500v3",PRUPE_7G153500,,SETIT_035274mg,Solyc02g085360.3,PGSC0003DMG400014902,SORBI_3001G445900,TCM_000402,"Tp57577_TGAC_v2_gene28682,Tp57577_TGAC_v2_gene34980","TraesCS3A02G519000,TraesCS3B02G586500,TraesCS3D02G526300,TraesCS3D02G526400,TraesCS4A02G078000,TraesCS4B02G234100,TraesCS4D02G235200","TRIDC3AG073390,TRIDC3BG084640,TRIDC4AG009550,TRIDC4BG041180",TRIUR3_29045,"LR48_Vigan01g185900,LR48_Vigan06g044600","vigra.VC1973A.gnm6.ann1.Vradi07g00460,vigra.VC1973A.gnm6.ann1.Vradi11g05620",VIT_04s0023g01630,Zm00001d028325
 Q84U04,OS03G0236200,"AET4Gv20584800,AET5Gv21127400",AMTR_s00024p00142920,"g00038,g14594,g14595,g25975,g30299","fgenesh2_kg.5__115__AT2G02010.1,fgenesh2_kg.6__1733__AT5G17330.1,scaffold_201298.1","AT1G65960,AT2G02000,AT2G02010,AT5G17330","BVRB_6g131770,BVRB_6g131780",BRADI_1g68807v3,"GSBRNA2T00019407001,GSBRNA2T00030878001,GSBRNA2T00040644001,GSBRNA2T00061179001,GSBRNA2T00067484001,GSBRNA2T00074842001,GSBRNA2T00090129001,GSBRNA2T00094857001,GSBRNA2T00114861001,GSBRNA2T00117762001,GSBRNA2T00124474001,GSBRNA2T00130170001,GSBRNA2T00130171001,GSBRNA2T00140626001,GSBRNA2T00143158001","Bo2g013590,Bo2g134870,Bo3g012510,Bo3g012520,Bo3g125090,Bo4g045630,Bo6g099620,Bo9g071480,Bo9g161390","Bra004137,Bra006396,Bra006397,Bra008561,Bra017429,Bra021090,Bra023612,Bra026621",,,CCACVL1_24548,"Csa_5G100000,Csa_5G106010,Csa_5G348050",CMF072C,"DCAR_002639,DCAR_003413,DCAR_026838",Dr18653,Gasu_16100,"GLYMA_02G241400,GLYMA_05G136100,GLYMA_08G091300,GLYMA_08G091400,GLYMA_08G091500,GLYMA_11G213000,GLYMA_14G211100,GLYMA_18G043600","B456_002G169900,B456_005G154700,B456_008G169300",HannXRQ_Chr07g0190181,HORVU4Hr1G064790,LPERR03G08720,"TanjilG_01499,TanjilG_09682,TanjilG_18840,TanjilG_21281","MANES_01G122200,MANES_01G122400,MANES_02G080400,MANES_17G091400","MTR_3g064740,MTR_5g077090","GSMUA_Achr4G31270_001,GSMUA_Achr8G30730_001",A4A49_00487,OBART03G09750,OB03G19900,ORGLA03G0093400,OGLUM03G09840,BGIOSGA012193,KN538691.1_FG001,OMERI03G09060,ONIVA03G10140,OPUNC03G09380,ORUFI03G09910,,"PHAVU_002G185800g,PHAVU_002G185900g,PHAVU_002G186000g,PHAVU_006G087600g,PHAVU_008G2397001g","Pp3c14_21530,Pp3c17_22200,Pp3c23_8800,Pp3c8_7810","POPTR_004G075200v3,POPTR_004G075300v3,POPTR_008G141100v3,POPTR_010G100500v3,POPTR_T059200v3","PRUPE_1G339900,PRUPE_3G015900,PRUPE_3G016000","SELMODRAFT_164618,SELMODRAFT_444651",SETIT_035388mg,"Solyc01g005000.3,Solyc04g025530.3,Solyc05g054050.3,Solyc11g011920.2","PGSC0003DMG400013331,PGSC0003DMG400022764",SORBI_3001G443800,TCM_011174,"Tp57577_TGAC_v2_gene11913,Tp57577_TGAC_v2_gene18883,Tp57577_TGAC_v2_gene26667","TraesCS4A02G075600,TraesCS4A02G369200,TraesCS4B02G231400,TraesCS4D02G232700","TRIDC4AG009860,TRIDC4AG054970,TRIDC4BG040870,TRIDC5BG075630","TRIUR3_01169,TRIUR3_14647","LR48_Vigan07g078700,LR48_Vigan09g147200,LR48_Vigan252s006500","vigra.VC1973A.gnm6.ann1.Vradi0343s00030,vigra.VC1973A.gnm6.ann1.Vradi0389s00040,vigra.VC1973A.gnm6.ann1.Vradi0389s00050,vigra.VC1973A.gnm6.ann1.Vradi06g05850,vigra.VC1973A.gnm6.ann1.Vradi10g04550","VIT_01s0011g06600,VIT_04s0079g00600",Zm00001d047981
 Q10P67,OS03G0245100,AET4Gv20571500,AMTR_s00066p00104940,"g18078,g29823","fgenesh2_kg.4__2582__AT2G44040.1,fgenesh2_kg.5__2445__AT3G59890.1","AT2G44040,AT3G59890","BVRB_2g045590,BVRB_6g155940",BRADI_1g68380v3,"GSBRNA2T00022021001,GSBRNA2T00045154001,GSBRNA2T00101443001,GSBRNA2T00139025001","Bo3g037050,Bo4g194770","Bra000338,Bra037671",CHLRE_14g627850v5,CHC_T00003353001,CCACVL1_10854,Csa_7G209030,CMN258C,DCAR_002599,Dr11373,Gasu_11580,"GLYMA_07G060300,GLYMA_16G028900","B456_001G202100,B456_006G143300,B456_007G347100","HannXRQ_Chr02g0032821,HannXRQ_Chr05g0133541",HORVU4Hr1G063600,LPERR03G09220,"TanjilG_11230,TanjilG_30515",MANES_05G207900,MTR_8g028145,"GSMUA_Achr1G02550_001,GSMUA_Achr4G25630_001",A4A49_00686,OBART03G10320,OB03G20500,ORGLA03G0099300,OGLUM03G10090,BGIOSGA012223,KN538691.1_FG059,OMERI03G09560,ONIVA03G10950,OPUNC03G09950,ORUFI03G10540,OSTLU_40454,"PHAVU_001G003100g,PHAVU_010G108900g",Pp3c15_7380,"POPTR_007G145900v3,POPTR_017G001900v3","PRUPE_6G152500,PRUPE_7G270700","SELMODRAFT_108503,SELMODRAFT_168311",SETIT_040236mg,Solyc01g098380.3,PGSC0003DMG400028592,SORBI_3001G438600,TCM_001303,Tp57577_TGAC_v2_gene5068,"TraesCS4A02G069000,TraesCS4B02G226100,TraesCS4D02G226800","TRIDC4AG010700,TRIDC4BG039900",TRIUR3_26268,LR48_Vigan03g035800,vigra.VC1973A.gnm6.ann1.Vradi04g07920,VIT_05s0094g01480,Zm00001d047935
 Q10P01,OS03G0252800,AET4Gv20562100,AMTR_s00168p00017970,g03076,scaffold_700461.1,AT4G36480,BVRB_1g016420,BRADI_1g67920v3,"GSBRNA2T00027609001,GSBRNA2T00043869001,GSBRNA2T00121484001,GSBRNA2T00131031001","Bo1g005640,Bo7g117970","Bra011684,Bra012007,Bra017762",CHLRE_03g146507v5,CHC_T00008326001,CCACVL1_15935,Csa_2G356100,,"DCAR_009315,DCAR_020911",Dr13020,Gasu_30970,"GLYMA_14G085100,GLYMA_17G239700","B456_002G090700,B456_011G002400,B456_011G091200","HannXRQ_Chr05g0134541,HannXRQ_Chr05g0134611,HannXRQ_Chr05g0150761",HORVU4Hr1G062740,LPERR03G09580,"TanjilG_08219,TanjilG_22732,TanjilG_24499",MANES_12G080800,"MTR_1g018970,MTR_3g054030,MTR_5g072020","GSMUA_Achr4G18030_001,GSMUA_Achr5G03980_001,GSMUA_Achr5G14450_001","A4A49_10493,A4A49_33868",OBART03G10850,OB03G21010,ORGLA03G0104100,OGLUM03G10730,BGIOSGA011098,KN539284.1_FG009,OMERI03G09990,ONIVA03G11420,OPUNC03G10430,ORUFI03G11090,,PHAVU_001G024100g,Pp3c7_5350,"POPTR_012G043800v3,POPTR_015G034600v3",PRUPE_1G431600,"SELMODRAFT_230105,SELMODRAFT_269519",SETIT_035420mg,"Solyc08g066020.2,Solyc11g019960.2",PGSC0003DMG400027619,SORBI_3001G434900,TCM_027778,"Tp57577_TGAC_v2_gene18000,Tp57577_TGAC_v2_gene3789","TraesCS4A02G081700,TraesCS4B02G222100,TraesCS4D02G222600","TRIDC3AG069830,TRIDC4AG011190,TRIDC4BG039290","TRIUR3_25420,TRIUR3_29237",LR48_Vigan07g268900,vigra.VC1973A.gnm6.ann1.Vradi06g14960,VIT_07s0130g00350,"Zm00001d004560,Zm00001d007424,Zm00001d028443,Zm00001d047908,Zm00001d050220"
 Q10NY2,OS03G0254700,AET4Gv20560300,,"g01603,g10006","fgenesh2_kg.1__1727__AT1G15750.2,scaffold_203017.1","AT1G15750,AT1G80490","BVRB_2g030840,BVRB_9g219140",BRADI_1g67800v3,"GSBRNA2T00010426001,GSBRNA2T00054238001,GSBRNA2T00062275001,GSBRNA2T00099161001,GSBRNA2T00132089001,GSBRNA2T00136660001","Bo5g021180,Bo6g080420,Bo8g105910","Bra003569,Bra026112,Bra026751",,,"CCACVL1_23363,CCACVL1_23364,CCACVL1_27789",Csa_4G006320,,"DCAR_021358,DCAR_025528",Dr13533,,"GLYMA_04G065000,GLYMA_06G066200,GLYMA_07G028000,GLYMA_08G214600,GLYMA_13G367300,GLYMA_15G006100","B456_006G102300,B456_009G059700,B456_009G126400,B456_010G116500,B456_010G224000","HannXRQ_Chr02g0034851,HannXRQ_Chr04g0098071,HannXRQ_Chr05g0156791,HannXRQ_Chr09g0274801,HannXRQ_Chr16g0500261",HORVU0Hr1G008690,,"TanjilG_04351,TanjilG_30143,TanjilG_30144","MANES_04G108600,MANES_11G061200,MANES_16G124700,MANES_16G124800","MTR_2g104140,MTR_4g009840","GSMUA_Achr4G09920_001,GSMUA_Achr6G22950_001,GSMUA_Achr6G36440_001",,OBART03G10970,OB03G21140,ORGLA03G0105300,OGLUM03G10880,BGIOSGA011089,KN538688.1_FG147,OMERI03G10250,ONIVA03G11590,OPUNC03G10570,ORUFI03G11260,,"PHAVU_005G180100g,PHAVU_010G157700g","Pp3c15_9880,Pp3c9_21250","POPTR_001G200500v3,POPTR_003G030000v3,POPTR_006G257900v3,POPTR_006G258100v3,POPTR_018G023800v3,POPTR_018G023900v3","PRUPE_1G484400,PRUPE_3G093100","SELMODRAFT_115161,SELMODRAFT_163891,SELMODRAFT_404377,SELMODRAFT_439915,SELMODRAFT_79194,SELMODRAFT_88677",SETIT_033987mg,"Solyc03g117360.3,Solyc08g029050.3","PGSC0003DMG400010959,PGSC0003DMG401014138",SORBI_3001G433800,"TCM_027305,TCM_036961,TCM_036963","Tp57577_TGAC_v2_gene37293,Tp57577_TGAC_v2_gene38602","TraesCS4A02G083300,TraesCS4B02G220900,TraesCS4D02G221200","TRIDC4AG011380,TRIDC4BG039040",TRIUR3_32601,"LR48_Vigan05g223000,LR48_Vigan406s008200","vigra.VC1973A.gnm6.ann1.Vradi05g16430,vigra.VC1973A.gnm6.ann1.Vradi09g00030","VIT_04s0008g06330,VIT_09s0002g08370","Zm00001d028481,Zm00001d047897"
 Q10NQ3,OS03G0262900,AET4Gv20549700,AMTR_s00156p00017490,,,,BVRB_1g000470,,,,,,,,Csa_2G128630,,DCAR_020428,Dr02162,,,B456_010G046700,"HannXRQ_Chr14g0440811,HannXRQ_Chr15g0496671",HORVU4Hr1G061320,LPERR03G10180,,"MANES_02G158500,MANES_14G142500",,GSMUA_Achr8G18180_001,A4A49_08826,OBART03G11460,,ORGLA03G0110700,OGLUM03G11420,BGIOSGA012272,"KN538688.1_FG005,KN538688.1_FG172",OMERI03G10730,ONIVA03G12650,,ORUFI03G11810,,,,POPTR_005G171500v3,,,SETIT_035389mg,Solyc01g096990.3,PGSC0003DMG400027521,SORBI_3001G428800,TCM_035005,,"TraesCS4A02G088300,TraesCS4B02G215900,TraesCS4D02G216400",TRIDC4AG012090,,,,VIT_18s0001g04140,
 Q84QC0,OS03G0264000,AET4Gv20546800,AMTR_s00091p00092100,g22496,fgenesh1_pm.C_scaffold_3001698,AT3G19260,BVRB_9g211350,BRADI_1g67260v3,"GSBRNA2T00005622001,GSBRNA2T00021399001,GSBRNA2T00023320001,GSBRNA2T00107477001,GSBRNA2T00137413001,GSBRNA2T00154045001","Bo1g114850,Bo3g073060,Bo5g115360","Bra001740,Bra022406,Bra037534",,,CCACVL1_16958,Csa_7G073690,,DCAR_029057,Dr18138,,"GLYMA_02G132400,GLYMA_07G212500","B456_008G025000,B456_013G043800",HannXRQ_Chr09g0250401,"HORVU4Hr1G061140,HORVU4Hr1G061150",LPERR03G10280,"TanjilG_19319,TanjilG_27934","MANES_07G077800,MANES_10G071500",MTR_4g086150,"GSMUA_Achr10G00190_001,GSMUA_Achr10G22400_001",A4A49_65392,OBART03G11560,OB03G21720,ORGLA03G0111700,OGLUM03G11520,BGIOSGA011057,KN538688.1_FG180,OMERI03G10830,ONIVA03G12750,OPUNC03G11110,ORUFI03G11910,,PHAVU_003G292300g,"Pp3c15_4530,Pp3c23_10940","POPTR_004G141000v3,POPTR_009G101800v3","PRUPE_8G125400,PRUPE_8G125600","SELMODRAFT_130900,SELMODRAFT_170071",SETIT_036935mg,Solyc01g108230.3,PGSC0003DMG400025796,SORBI_3001G427900,TCM_007062,Tp57577_TGAC_v2_gene25419,"TraesCS4A02G089500,TraesCS4B02G214800,TraesCS4D02G215400","TRIDC4AG012220,TRIDC4BG038200",,LR48_Vigan09g073500,vigra.VC1973A.gnm6.ann1.Vradi07g03930,VIT_03s0063g00390,"Zm00001d028534,Zm00001d047854"
 Q9XJ29,OS03G0264400,AET4Gv20546600,AMTR_s00029p00234880,"g06927,g14490,g25995","fgenesh1_pg.C_scaffold_5002065,fgenesh2_kg.4__945__AT2G29690.1,fgenesh2_kg.6__508__AT5G05730.1","AT2G29690,AT3G55870,AT5G05730","BVRB_7g172410,BVRB_7g172430",BRADI_1g67240v3,"GSBRNA2T00049379001,GSBRNA2T00101652001,GSBRNA2T00106963001,GSBRNA2T00134394001,GSBRNA2T00136244001,GSBRNA2T00138869001","Bo3g003470,Bo3g039910,Bo9g176940","Bra000473,Bra005864,Bra009130",CHLRE_06g306601v5,CHC_T00008898001,"CCACVL1_08218,CCACVL1_10902","Csa_4G563190,Csa_6G011620",CMN228C,"DCAR_011801,DCAR_018955,DCAR_018957",Dr18140,Gasu_16620,"GLYMA_10G286100,GLYMA_18G028800,GLYMA_18G028900,GLYMA_20G103200","B456_001G115500,B456_009G322200","HannXRQ_Chr08g0222151,HannXRQ_Chr08g0229521,HannXRQ_Chr12g0370561",HORVU4Hr1G061120,LPERR03G10300,"TanjilG_21358,TanjilG_30480","MANES_01G162800,MANES_07G127900","MTR_1g114520,MTR_3g070290,MTR_3g076770,MTR_3g467000",GSMUA_Achr9G07690_001,"A4A49_01687,A4A49_25932",OBART03G11580,OB03G21740,ORGLA03G0111900,OGLUM03G11540,BGIOSGA011056,KN538688.1_FG171,OMERI03G10860,ONIVA03G12770,"OPUNC03G11130,OPUNC08G18440",ORUFI03G11930,OSTLU_87709,"PHAVU_001G241600g,PHAVU_001G241700g,PHAVU_007G014800g","Pp3c5_26400,Pp3c5_26980,Pp3c6_3370","POPTR_009G044300v3,POPTR_010G190600v3","PRUPE_2G248100,PRUPE_6G059400","SELMODRAFT_122876,SELMODRAFT_414586",SETIT_034777mg,"Solyc06g005980.3,Solyc06g006100.3","PGSC0003DMG400004153,PGSC0003DMG400019952",SORBI_3001G427700,"TCM_041646,TCM_042564","Tp57577_TGAC_v2_gene2560,Tp57577_TGAC_v2_gene4020","TraesCS4A02G089800,TraesCS4B02G214500,TraesCS4D02G215100","TRIDC4AG012260,TRIDC4BG038180",TRIUR3_18580,"LR48_Vigan02g263200,LR48_Vigan03g295500,LR48_Vigan03g295600",vigra.VC1973A.gnm6.ann1.Vradi08g22280,"VIT_06s0004g06320,VIT_13s0067g00400",Zm00001d028536
 Q84QA7,OS03G0265500,AET4Gv20544800,AMTR_s00029p00217840,g12561,fgenesh2_kg.4__2091__AT2G39940.1,AT2G39940,BVRB_2g024250,BRADI_1g67160v3,"GSBRNA2T00012605001,GSBRNA2T00028736001,GSBRNA2T00030384001,GSBRNA2T00116794001,GSBRNA2T00123357001,GSBRNA2T00123358001,GSBRNA2T00155179001,GSBRNA2T00155181001","Bo3g034570,Bo4g025750,Bo4g188660,Bo4g188680","Bra000156,Bra005000,Bra017044,Bra017045",,,CCACVL1_06980,Csa_5G198740,,"DCAR_011788,DCAR_027555,DCAR_032136","Dr19443,Dr19444",,"GLYMA_02G254300,GLYMA_11G227300,GLYMA_14G062100,GLYMA_18G030200","B456_005G081800,B456_011G279900,B456_012G075700","HannXRQ_Chr07g0202671,HannXRQ_Chr08g0222241,HannXRQ_Chr09g0251421,HannXRQ_Chr14g0436611,HannXRQ_Chr14g0459941,HannXRQ_Chr14g0459951",HORVU4Hr1G060950,LPERR03G10370,"TanjilG_00649,TanjilG_21348,TanjilG_29487","MANES_07G125200,MANES_10G017900","MTR_3g070140,MTR_5g081870","GSMUA_Achr5G28930_001,GSMUA_Achr6G33630_001,GSMUA_Achr9G03690_001","A4A49_03444,A4A49_14853",OBART03G11670,OB03G21830,ORGLA03G0112800,OGLUM03G11640,BGIOSGA012284,KN538688.1_FG048,OMERI03G10950,ONIVA03G12870,OPUNC03G11220,ORUFI03G12020,,"PHAVU_001G240400g,PHAVU_008G226500g","Pp3c15_1200,Pp3c17_7680,Pp3c23_18960,Pp3c3_8580,Pp3c9_10120","POPTR_008G064400v3,POPTR_010G192900v3",PRUPE_2G246000,"SELMODRAFT_11318,SELMODRAFT_163526,SELMODRAFT_186055,SELMODRAFT_408595,SELMODRAFT_445769,SELMODRAFT_75487,SELMODRAFT_84100,SELMODRAFT_89604",SETIT_034821mg,Solyc05g052620.3,,SORBI_3001G426900,TCM_042602,"Tp57577_TGAC_v2_gene29809,Tp57577_TGAC_v2_gene8039","TraesCS4A02G091200,TraesCS4B02G213500,TraesCS4D02G214200","TRIDC4AG012380,TRIDC4BG038040",TRIUR3_23066,"LR48_Vigan03g251500,LR48_Vigan07g064200","vigra.VC1973A.gnm6.ann1.Vradi03g08660,vigra.VC1973A.gnm6.ann1.Vradi06g04750",VIT_13s0019g03380,"Zm00001d028543,Zm00001d047848"
 O64422,OS03G0267300,AET4Gv20539600,AMTR_s00029p00187590,g11418,fgenesh2_kg.5__1793__AT3G54050.1,AT3G54050,BVRB_5g111310,BRADI_1g67020v3,"GSBRNA2T00030030001,GSBRNA2T00030031001,GSBRNA2T00054544001,GSBRNA2T00071053001,GSBRNA2T00124623001,GSBRNA2T00126471001","Bo4g120250,Bo8g083330","Bra007041,Bra014841",CHLRE_12g510650v5,CHC_T00008570001,CCACVL1_21103,Csa_4G307350,CMO245C,"DCAR_010436,DCAR_028790",Dr15606,"Gasu_54210,Gasu_54930","GLYMA_07G142700,GLYMA_18G193600",B456_007G377800,"HannXRQ_Chr04g0124671,HannXRQ_Chr06g0176631",HORVU4Hr1G060630,LPERR03G10510,TanjilG_10371,"MANES_08G083500,MANES_09G100000",MTR_7g066120,GSMUA_Achr10G00650_001,A4A49_34604,OBART03G11840,OB03G21970,ORGLA03G0114200,OGLUM03G11770,"BGIOSGA011042,BGIOSGA011043",KN538688.1_FG055,OMERI03G11110,ONIVA03G13040,OPUNC03G11390,ORUFI03G12170,"OSTLU_25840,OSTLU_30353",PHAVU_008G112000g,"Pp3c19_12890,Pp3c7_15760","POPTR_006G094400v3,POPTR_016G106900v3,POPTR_016G108900v3",PRUPE_6G267900,"SELMODRAFT_174833,SELMODRAFT_272310",SETIT_035941mg,"Solyc09g011810.3,Solyc10g086720.2","PGSC0003DMG400019189,PGSC0003DMG400020363",SORBI_3001G425400,TCM_021792,Tp57577_TGAC_v2_gene34873,"TraesCS4A02G093100,TraesCS4B02G211400,TraesCS4D02G212000","TRIDC4AG012650,TRIDC4BG037670",TRIUR3_12456,LR48_Vigan03g110300,vigra.VC1973A.gnm6.ann1.Vradi0251s00060,VIT_08s0007g01570,Zm00001d028562
